taxonomic_id,scientific_name,level,kingdom,subkingdom,phylum_division,subphylum_subdivision,class,subclass,order,family,subfamily,tribe,genus,species,infrakingdom,superorder,phylum,subphylum,superclass,infraclass,suborder,infraorder,superfamily,parvorder,subterclass,section,subsection,infraphylum,parvphylum,gigaclass,subgenus,forma
129620,Prionospio,Genus,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,Prionospio,NA,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129645,Amblyosyllis,Genus,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Syllidae,Eusyllinae,NA,Amblyosyllis,NA,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129654,Exogone,Genus,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Syllidae,Exogoninae,NA,Exogone,NA,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129680,Syllis,Genus,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Syllidae,Syllinae,NA,Syllis,NA,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130372,Ceratonereis mirabilis,Species,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Nereididae,Nereidinae,NA,Ceratonereis,Ceratonereis mirabilis,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130593,Pectinaria granulata,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Terebellida,Pectinariidae,NA,NA,Pectinaria,Pectinaria granulata,NA,NA,Annelida,NA,NA,Canalipalpata,Terebelliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130769,Harmothoe imbricata,Species,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Polynoidae,Polynoinae,NA,Harmothoe,Harmothoe imbricata,NA,NA,Annelida,NA,NA,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131141,Polydora ciliata,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,Polydora,Polydora ciliata,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131143,Polydora cornuta,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,Polydora,Polydora cornuta,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135351,Abyla,Genus,Animalia,NA,NA,NA,Hydrozoa,Hydroidolina,Siphonophorae,Abylidae,Abylinae,NA,Abyla,NA,NA,NA,Cnidaria,Medusozoa,NA,NA,Calycophorae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136025,Phascolion,Genus,Animalia,NA,NA,NA,NA,NA,Sipuncula,Golfingiidae,NA,NA,Phascolion,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136185,Apseudes,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Tanaidacea,Apseudidae,Apseudinae,NA,Apseudes,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Apseudomorpha,NA,Apseudoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
136235,Leptochelia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Tanaidacea,Leptocheliidae,Leptocheliinae,NA,Leptochelia,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Tanaidomorpha,NA,Paratanaoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
136248,Zeuxo,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Tanaidacea,Tanaididae,Pancolinae,Anatanaini,Zeuxo,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Tanaidomorpha,NA,Tanaidoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
137683,Astarte,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Carditida,Astartidae,NA,NA,Astarte,NA,NA,NA,Mollusca,NA,NA,Heteroconchia,NA,NA,Crassatelloidea,NA,Archiheterodonta,NA,NA,NA,NA,NA,NA,NA
137722,Crepidula,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Calyptraeidae,NA,NA,Crepidula,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
137758,Bittium,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Caenogastropoda incertae sedis,Cerithiidae,Bittiinae,NA,Bittium,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Cerithioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138054,Haminoea,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,Haminoeidae,NA,NA,Haminoea,NA,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Haminoeoidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA
138068,Hiatella,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Adapedonta,Hiatellidae,NA,NA,Hiatella,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Hiatelloidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
138081,Hydrobia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Hydrobiidae,Hydrobiinae,NA,Hydrobia,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Truncatelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138099,Lacuna,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Lacuninae,NA,Lacuna,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138135,Littorina,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Littorininae,NA,Littorina,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138142,Tectura,Genus,Animalia,NA,NA,NA,Gastropoda,Patellogastropoda,NA,Lottiidae,Tecturinae,NA,Tectura,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Lottioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138211,Mya,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Myida,Myidae,Myinae,NA,Mya,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Myoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
138228,Mytilus,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,NA,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138255,Smaragdia,Genus,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,Cycloneritida,Neritidae,Neritinae,NA,Smaragdia,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Neritoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138413,Odostomia,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,NA,Pyramidellidae,NA,NA,Odostomia,NA,NA,Pylopulmonata,Mollusca,NA,NA,Euthyneura,NA,NA,Pyramidelloidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA
138439,Alvania,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Alvania,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138457,Rissoina,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoinidae,NA,NA,Rissoina,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138508,Skenea,Genus,Animalia,NA,NA,NA,Gastropoda,Vetigastropoda,Trochida,Skeneidae,NA,NA,Skenea,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Trochoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138531,Macoma,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macominae,NA,Macoma,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
138533,Tellina,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellininae,NA,Tellina,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
138580,Tritonia,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Nudibranchia,Tritoniidae,Tritoniinae,NA,Tritonia,NA,NA,Nudipleura,Mollusca,NA,NA,Euthyneura,Cladobranchia,NA,Tritonioidea,NA,Ringipleura,NA,NA,NA,NA,NA,NA,NA
138878,Buccinum undatum,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Buccinidae,Buccininae,NA,Buccinum,Buccinum undatum,NA,NA,Mollusca,NA,NA,NA,NA,NA,Buccinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138940,Bulla striata,Species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,Bullidae,NA,NA,Bulla,Bulla striata,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Bulloidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA
138963,Crepidula fornicata,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Calyptraeidae,NA,NA,Crepidula,Crepidula fornicata,NA,NA,Mollusca,NA,NA,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
138998,Cerastoderma edule,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Cardiidae,Lymnocardiinae,Cerastodermatini,Cerastoderma,Cerastoderma edule,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Cardioidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
138999,Cerastoderma glaucum,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Cardiidae,Lymnocardiinae,Cerastodermatini,Cerastoderma,Cerastoderma glaucum,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Cardioidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
139407,Corambe obscura,Species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Nudibranchia,Corambidae,NA,NA,Corambe,Corambe obscura,NA,Nudipleura,Mollusca,NA,NA,Euthyneura,Doridina,Doridoidei,Onchidoridoidea,NA,Ringipleura,NA,NA,NA,NA,NA,NA,NA
139604,Donax vittatus,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Donacidae,NA,NA,Donax,Donax vittatus,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
140170,Lacuna vincta,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Lacuninae,NA,Lacuna,Lacuna vincta,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140262,Littorina littorea,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Littorininae,NA,Littorina,Littorina littorea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140403,Nucella lapillus,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Nucella,Nucella lapillus,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140429,Urosalpinx cinerea,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Urosalpinx,Urosalpinx cinerea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140467,Modiolus modiolus,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Modiolidae,Modiolinae,NA,Modiolus,Modiolus modiolus,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140472,Musculus discors,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Crenellinae,NA,Musculus,Musculus discors,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140480,Mytilus edulis,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,Mytilus edulis,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140482,Mytilus trossulus,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,Mytilus trossulus,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140570,Smaragdia viridis,Species,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,Cycloneritida,Neritidae,Neritinae,NA,Smaragdia,Smaragdia viridis,NA,NA,Mollusca,NA,NA,NA,NA,NA,Neritoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140657,Crassostrea virginica,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Ostreida,Ostreidae,Crassostreinae,NA,Crassostrea,Crassostrea virginica,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Ostreoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
140780,Pinna nobilis,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Ostreida,Pinnidae,NA,NA,Pinna,Pinna nobilis,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Pinnoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
141334,Pusillina inconspicua,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Pusillina,Pusillina inconspicua,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
141341,Pusillina sarsii,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Pusillina,Pusillina sarsii,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
141359,Rissoa membranacea,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Rissoa,Rissoa membranacea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
141365,Rissoa parva,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Rissoa,Rissoa parva,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
141539,Skeneopsis planorbis,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Skeneopsidae,NA,NA,Skeneopsis,Skeneopsis planorbis,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA
141579,Macoma balthica,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macominae,NA,Macoma,Macoma balthica,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA
142028,Tricladida,Order,Animalia,NA,NA,NA,NA,NA,Tricladida,NA,NA,NA,NA,NA,NA,NA,Platyhelminthes,Rhabditophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143673,Delesseriaceae,Family,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Delesseriaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143733,Gigartinaceae,Family,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Gigartinaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143816,Caulerpa,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143819,Avrainvillea,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Dichotomosiphonaceae,NA,NA,Avrainvillea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143820,Halimeda,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,NA,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143821,Penicillus,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Udoteeae,Penicillus,NA,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143866,Spyridia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Callithamniaceae,Spyridioideae,Spyridieae,Spyridia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143900,Acanthophora,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Chondrieae,Acanthophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143914,Laurencia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Laurencieae,Laurencia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144012,Jania,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinophycidae,Corallinales,Corallinaceae,Corallinoideae,Janieae,Jania,NA,NA,NA,NA,NA,NA,NA,Corallinineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144018,Lithothamnion,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinophycidae,Hapalidiales,Hapalidiaceae,NA,NA,Lithothamnion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144051,Peyssonnelia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Peyssonneliales,Peyssonneliaceae,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144056,Batophora,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Dasycladales,Dasycladaceae,Dasycladoideae,Batophoreae,Batophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144086,Dictyota,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Dictyoteae,Dictyota,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144088,Padina,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Padina,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144126,Cystoseira,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Sargassaceae,NA,NA,Cystoseira,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144129,Fucus,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Fucaceae,NA,NA,Fucus,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144136,Pterocladia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gelidiales,Pterocladiaceae,NA,NA,Pterocladia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144188,Gracilaria,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gracilariales,Gracilariaceae,Gracilarioideae,Gracilarieae,Gracilaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144237,Champia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Rhodymeniales,Champiaceae,NA,NA,Champia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144267,Valonia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Cladophorales,Valoniaceae,NA,NA,Valonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144296,Ulva,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Ulvales,Ulvaceae,NA,NA,Ulva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144452,Bryopsis hypnoides,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Bryopsidaceae,NA,NA,Bryopsis,Bryopsis hypnoides,NA,NA,NA,NA,NA,NA,Bryopsidineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144471,Caulerpa prolifera,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,Caulerpa prolifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144472,Caulerpa racemosa,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,Caulerpa racemosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144474,Caulerpa sertularioides,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,Caulerpa sertularioides,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144481,Halimeda discoidea,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,Halimeda discoidea,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144482,Halimeda opuntia,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,Halimeda opuntia,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144483,Halimeda tuna,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,Halimeda tuna,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144484,Penicillus capitatus,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Udoteeae,Penicillus,Penicillus capitatus,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144827,Laurencia obtusa,Species,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Laurencieae,Laurencia,Laurencia obtusa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145012,Anadyomene stellata,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Cladophorales,Anadyomenaceae,NA,NA,Anadyomene,Anadyomene stellata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145094,Flabellia petiolata,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Udoteeae,Flabellia,Flabellia petiolata,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145301,Dasycladus vermicularis,Species,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Dasycladales,Dasycladaceae,Dasycladoideae,Dasycladeae,Dasycladus,Dasycladus vermicularis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145367,Dictyota dichotoma,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Dictyoteae,Dictyota,Dictyota dichotoma,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145381,Lobophora variegata,Species,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Lobophora,Lobophora variegata,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
